sample_id,timestep,rps,channel_occupancy,packet_loss,latency,label,scenario,scenario_id
1,0,0.3436779409015233,0.8350510926095542,0.3915116885695608,0.7365251664589992,1,emergency_ramp,1
1,1,0.6517392117235423,0.9360282989790032,0.8452021663910063,0.664692968929322,1,emergency_ramp,1
1,2,0.3511843288432261,0.9892781862021792,8.317023906215232e-05,0.1134971947249396,1,emergency_ramp,1
1,3,0.3731604063354137,0.3964166501323538,0.1684385139668358,0.7215993251680171,1,emergency_ramp,1
1,4,0.650277997881073,0.9909896959365232,0.0302804671534761,0.5009714778702031,1,emergency_ramp,1
1,5,0.2670627042138158,0.1557248174404042,0.3281484367626586,0.8953319651647166,1,emergency_ramp,1
1,6,0.1815744606974653,0.2533803358472084,0.9084720415582048,0.9211404114141688,1,emergency_ramp,1
1,7,0.5257220377311456,0.0887927612076815,0.0968413024413098,0.0551829792648799,1,emergency_ramp,1
1,8,0.5659393612948603,0.2715750374872561,0.6065459275266993,0.8217683883270501,1,emergency_ramp,1
1,9,0.320397565904862,0.7679366944276651,0.4515569916662795,0.0376986802386965,1,emergency_ramp,1
3,0,0.1563020272255411,0.7788953782801444,0.1224207156112877,0.5430266676884326,2,emergency_ramp,1
3,1,0.4987480079415247,0.6310200633022374,0.2119728150912389,0.1482608012266683,2,emergency_ramp,1
3,2,0.068542391894659,0.5138824201255612,0.029398468747962,0.7473337890962509,2,emergency_ramp,1
3,3,0.0625628778233812,0.7086840192081243,0.4339877892085168,0.0083138117812346,2,emergency_ramp,1
3,4,0.1471841863943519,0.3907091018844293,0.2778097647455318,0.1687885187315135,2,emergency_ramp,1
3,5,0.2674344067449542,0.8413315404908355,0.8701698208194205,0.5815788638979581,2,emergency_ramp,1
3,6,0.2138424693512344,0.6771594956654647,0.6050762518649849,0.7153616422993827,2,emergency_ramp,1
3,7,0.9055374774084988,0.6977808563111685,0.6142306122906535,0.9179079397393434,2,emergency_ramp,1
3,8,0.8965899074972624,0.5358591009004259,0.5320107324302634,0.7064579508785164,2,emergency_ramp,1
