sample_id,timestep,rps,channel_occupancy,packet_loss,latency,label,scenario,scenario_id
2,0,0.2670627042138158,0.1557248174404042,0.3281484367626586,0.8953319651647166,1,imbalanced_ap_load,3
2,1,0.1815744606974653,0.2533803358472084,0.9084720415582048,0.9211404114141688,1,imbalanced_ap_load,3
2,2,0.5257220377311456,0.0887927612076815,0.0968413024413098,0.0551829792648799,1,imbalanced_ap_load,3
2,3,0.5659393612948603,0.2715750374872561,0.6065459275266993,0.8217683883270501,1,imbalanced_ap_load,3
2,4,0.320397565904862,0.7679366944276651,0.4515569916662795,0.0376986802386965,1,imbalanced_ap_load,3
2,5,0.8788739416493799,0.8529513541419094,0.93876533652054,0.3676445553778013,1,imbalanced_ap_load,3
2,6,0.1563020272255411,0.7788953782801444,0.1224207156112877,0.5430266676884326,1,imbalanced_ap_load,3
2,7,0.4987480079415247,0.6310200633022374,0.2119728150912389,0.1482608012266683,1,imbalanced_ap_load,3
2,8,0.068542391894659,0.5138824201255612,0.029398468747962,0.7473337890962509,1,imbalanced_ap_load,3
2,9,0.0625628778233812,0.7086840192081243,0.4339877892085168,0.0083138117812346,1,imbalanced_ap_load,3
4,0,0.3261945673560599,0.3691986740257638,0.2274006940680445,0.7316765119125428,1,imbalanced_ap_load,3
4,1,0.8202350851577177,0.888774522010654,0.0029653436039736,0.522559606774604,1,imbalanced_ap_load,3
4,2,0.9014198146384024,0.4642699733752504,0.3034994377160713,0.0742299262978275,1,imbalanced_ap_load,3
4,3,0.5555294646593246,0.5160411990810942,0.1085022313675733,0.192239385166357,1,imbalanced_ap_load,3
4,4,0.7859794695560047,0.3326202364339793,0.4728647222820619,0.8411528778017322,1,imbalanced_ap_load,3
4,5,0.840015446799797,0.2765080793828163,0.6772979214809698,0.7259019575910072,1,imbalanced_ap_load,3
4,6,0.2858837617186457,0.6559111509816793,0.8747714116189269,0.8959953683915375,1,imbalanced_ap_load,3
4,7,0.7684048397005013,0.1196274002955597,0.7494225452152569,0.1176733431868607,1,imbalanced_ap_load,3
4,8,0.3509561880681262,0.879308272401754,0.938882776837686,0.9915931473484044,1,imbalanced_ap_load,3
4,9,0.7551237079441957,0.7792059717016753,0.05376659784735,0.2096548481807807,1,imbalanced_ap_load,3
6,0,0.4591817202482171,0.6386802036253765,0.4402039987993429,0.3205885478468796,2,imbalanced_ap_load,3
6,1,0.4048052011645195,0.5321567424530278,0.5125191424835677,0.6711646111248799,2,imbalanced_ap_load,3
6,2,0.3125395073049564,0.7684098409395712,0.6728819046736525,0.188120810751259,2,imbalanced_ap_load,3
6,3,0.7770519315177038,0.7579336051271057,0.3871603588162641,0.6256406838480142,2,imbalanced_ap_load,3
6,4,0.3755608924421969,0.6178091109234174,0.2512716935836557,0.3368811203503392,2,imbalanced_ap_load,3
6,5,0.265758406709342,0.786995470376596,0.1661232854971317,0.2114589826678694,2,imbalanced_ap_load,3
6,6,0.8144581155794554,0.3341203873684455,0.3494857145306165,0.3135793693919574,2,imbalanced_ap_load,3
6,7,0.8772402311232984,0.8812858074366214,0.7420082628590813,0.1790452624405438,2,imbalanced_ap_load,3
