sample_id,timestep,rps,channel_occupancy,packet_loss,latency,label,scenario,scenario_id
0,0,0.9390474621842754,0.8191545609509114,0.1487025915260504,0.5085746519344994,2,startup_surge,0
0,1,0.5313331879167744,0.5556331270095072,0.5584973469257826,0.5292911760999244,2,startup_surge,0
0,2,0.3095480809465728,0.484647686895445,0.9176357875638556,0.8117162463047753,2,startup_surge,0
0,3,0.3436779409015233,0.8350510926095542,0.3915116885695608,0.7365251664589992,2,startup_surge,0
0,4,0.6517392117235423,0.9360282989790032,0.8452021663910063,0.664692968929322,2,startup_surge,0
0,5,0.3511843288432261,0.9892781862021792,8.317023906215232e-05,0.1134971947249396,2,startup_surge,0
0,6,0.3731604063354137,0.3964166501323538,0.1684385139668358,0.7215993251680171,2,startup_surge,0
0,7,0.650277997881073,0.9909896959365232,0.0302804671534761,0.5009714778702031,2,startup_surge,0
0,8,0.2670627042138158,0.1557248174404042,0.3281484367626586,0.8953319651647166,2,startup_surge,0
0,9,0.1815744606974653,0.2533803358472084,0.9084720415582048,0.9211404114141688,2,startup_surge,0
16,0,0.4643688624567089,0.5408445544311149,0.9281020190056358,0.6937442469530575,0,startup_surge,0
16,1,0.6925519270661764,0.5736020709612284,0.3326600421187448,0.8721667751108323,0,startup_surge,0
16,2,0.1580993313805967,0.9142558706994182,0.5032955386595824,0.3427733092767937,0,startup_surge,0
16,3,0.5580545935310405,0.505918633213003,0.0139286676922284,0.7708260071742963,0,startup_surge,0
16,4,0.3738548445971813,0.5436270724185834,0.0068031391137431,0.5621099103998405,0,startup_surge,0
16,5,0.2319379279030635,0.4715548412457927,0.240085206600044,0.8840527283045075,0,startup_surge,0
16,6,0.2853840777770853,0.2687398966937191,0.1006982448217071,0.5285179730190741,0,startup_surge,0
16,7,0.5814685143472725,0.0557949587299744,0.2601796906522369,0.5183210553669221,0,startup_surge,0
16,8,0.0671045485706146,0.4085390764198322,0.1769712995062882,0.5786549181385408,0,startup_surge,0
16,9,0.7904554802752825,0.0523561700794692,0.0283760295631133,0.7503396466014064,0,startup_surge,0
18,0,0.1533706964859643,0.8945618722699713,0.8930709230038306,0.6157340786875636,2,startup_surge,0
18,1,0.5040386481601837,0.1898062404856499,0.6540603197442103,0.4830642170984773,2,startup_surge,0
18,2,0.8495161189804222,0.3433043047885962,0.6724022105431461,0.093739189009158,2,startup_surge,0
18,3,0.3766737742719527,0.6134412976967256,0.005183909199553,0.7691406588768046,2,startup_surge,0
18,4,0.4730771627745479,0.0954650297994196,0.985191185418326,0.7482459310025529,2,startup_surge,0
18,5,0.1255007968233901,0.3544314881837662,0.8781003331500925,0.3120985144022936,2,startup_surge,0
