True_Label,Predicted_Label,Inference_Time_ms
0,3,1.2731999158859253
1,3,0.7946998812258244
0,3,0.714499969035387
0,3,0.663400162011385
0,3,0.6236000917851925
0,3,0.6018001586198807
2,3,0.5940999835729599
1,3,0.5737999454140663
1,3,0.5799001082777977
2,3,0.5614999681711197
0,3,0.5538999103009701
0,3,0.5534999072551727
0,3,0.552500132471323
3,3,0.5513997748494148
2,3,0.5613998509943485
0,3,0.9766002185642719
0,3,1.209199894219637
1,3,1.223200000822544
1,3,1.1217999272048473
0,3,1.0164999403059483
2,3,1.002300065010786
0,3,0.9965002536773682
3,3,0.9912000969052315
0,3,0.9868000634014606
1,3,0.946899875998497
1,3,0.9459997527301311
1,3,0.9460998699069023
0,3,0.950200017541647
2,3,0.9436998516321182
0,3,1.1979998089373112
0,3,1.131800003349781
0,3,1.0974998585879803
0,3,1.0005999356508255
0,3,0.9844000451266766
1,3,0.9821001440286636
0,3,0.7827002555131912
0,3,0.5890997126698494
2,3,0.5435999482870102
0,3,0.5210000090301037
0,3,0.4960000514984131
2,3,0.48579974099993706
1,3,0.48479996621608734
0,3,0.46900007873773575
2,3,0.4611997865140438
0,3,0.4515000618994236
0,3,0.4613003693521023
1,3,0.4591001197695732
0,3,0.44269999489188194
2,3,0.443900004029274
1,3,0.4390999674797058
0,3,0.870599877089262
0,3,0.6953999400138855
0,3,0.6158999167382717
0,3,0.5914000794291496
0,3,0.5948999896645546
0,3,0.582400243729353
0,3,0.5592000670731068
3,3,0.5391999147832394
0,3,0.5378997884690762
3,3,0.5366001278162003
0,3,0.5449000746011734
0,3,0.5371002480387688
0,3,0.5499999970197678
0,3,0.5373000167310238
0,3,0.5336999893188477
3,3,0.5396995693445206
0,3,0.5361996591091156
0,3,0.5314000882208347
2,3,0.5363002419471741
0,3,0.5360003560781479
0,3,0.5359998904168606
2,3,0.5373000167310238
2,3,0.5347002297639847
0,3,0.5401996895670891
1,3,0.5353996530175209
0,3,0.5697999149560928
0,3,0.5684001371264458
0,3,0.6009000353515148
1,3,0.5902000702917576
1,3,0.5749999545514584
0,3,0.5648001097142696
0,3,0.5759997293353081
2,3,0.5473997443914413
1,3,0.5437997169792652
1,3,0.5385000258684158
1,3,0.5414998158812523
1,3,0.537799671292305
0,3,0.5536000244319439
0,3,0.538799911737442
1,3,0.5390997976064682
0,3,0.6462996825575829
1,3,0.544500071555376
2,3,0.5410998128354549
0,3,0.5441000685095787
0,3,0.5461997352540493
0,3,0.5406998097896576
1,3,0.5381996743381023
2,3,0.537400133907795
1,3,0.5367002449929714
0,3,0.5345996469259262
1,3,0.543499831110239
0,3,0.5454998463392258
0,3,0.5854996852576733
0,3,0.5556000396609306
2,3,0.5426998250186443
0,3,0.5541997961699963
0,3,0.5716998130083084
0,3,0.5512000061571598
1,3,0.5596000701189041
1,3,0.5447999574244022
1,3,0.5429000593721867
2,3,0.541900284588337
0,3,0.5429997108876705
0,3,0.5430998280644417
0,3,0.5389000289142132
2,3,0.5358997732400894
0,3,0.5383002571761608
0,3,0.5446998402476311
0,3,0.539800152182579
1,3,0.5474998615682125
0,3,0.5378997884690762
1,3,0.5342997610569
0,3,0.5379999056458473
0,3,0.5371998995542526
0,3,0.5373996682465076
2,3,0.5403002724051476
2,3,0.5381996743381023
0,3,0.5383002571761608
0,3,0.5719996988773346
0,3,0.544300302863121
0,3,0.5418998189270496
0,3,0.5613998509943485
0,3,0.5451003089547157
0,3,0.5550999194383621
3,3,0.5426998250186443
3,3,0.538799911737442
0,3,0.5347998812794685
0,3,0.5386997945606709
0,3,0.5395999178290367
2,3,0.5346001125872135
1,3,0.5354001186788082
0,3,0.5345996469259262
0,3,0.5335998721420765
0,3,0.53390022367239
0,3,0.5411002784967422
0,3,0.5336999893188477
2,3,0.5369000136852264
0,3,0.5316999740898609
0,3,0.5361000075936317
2,3,0.5358997732400894
