True_Label,Predicted_Label,Inference_Time_ms
0,0,0.031800000215298496
1,1,0.005300000339047983
0,0,0.0031999998100218363
0,0,0.0029000002541579306
0,0,0.003099999958067201
0,0,0.0027999994927085936
2,2,0.0028000004022032954
1,1,0.0028000004022032954
1,1,0.0028000004022032954
2,2,0.002899999344663229
0,0,0.002599999788799323
0,0,0.0027999994927085936
0,0,0.002600000698294025
3,3,0.0026999996407539584
2,2,0.0028000004022032954
0,0,0.002599999788799323
0,0,0.00270000055024866
1,1,0.00270000055024866
1,1,0.00270000055024866
0,0,0.002600000698294025
2,2,0.00270000055024866
0,0,0.0026999996407539584
3,3,0.0028000004022032954
0,0,0.00270000055024866
1,1,0.002599999788799323
1,1,0.002599999788799323
1,1,0.0028000004022032954
0,0,0.002599999788799323
2,2,0.0026999996407539584
0,0,0.002499999936844688
0,0,0.0029000002541579306
0,0,0.002599999788799323
0,0,0.002600000698294025
0,0,0.002600000698294025
1,1,0.002600000698294025
0,0,0.002499999936844688
0,0,0.002499999936844688
2,2,0.002599999788799323
0,0,0.002499999936844688
0,0,0.002499999936844688
2,2,0.002600000698294025
1,1,0.002600000698294025
0,0,0.002599999788799323
2,2,0.0026999996407539584
0,0,0.002499999936844688
0,0,0.002600000698294025
1,1,0.006000000212225132
0,0,0.0035999992178403772
2,2,0.0031999998100218363
1,1,0.0029000002541579306
0,0,0.0026999996407539584
0,0,0.0026999996407539584
0,0,0.002499999936844688
0,0,0.0028000004022032954
0,0,0.002599999788799323
0,0,0.002600000698294025
0,0,0.002600000698294025
3,3,0.003099999958067201
0,0,0.0029000002541579306
3,3,0.003000000106112566
0,0,0.0027999994927085936
0,0,0.0026999996407539584
0,0,0.00270000055024866
0,0,0.0026999996407539584
0,0,0.002499999936844688
3,3,0.0026999996407539584
0,0,0.0026999996407539584
0,0,0.0026999996407539584
2,2,0.0026999996407539584
0,0,0.0024000000848900527
0,0,0.002599999788799323
2,2,0.00270000055024866
2,2,0.002599999788799323
0,0,0.002599999788799323
1,1,0.002599999788799323
0,0,0.002599999788799323
0,0,0.002499999936844688
0,0,0.00270000055024866
1,1,0.002600000698294025
1,1,0.002599999788799323
0,0,0.002599999788799323
0,0,0.002599999788799323
2,2,0.00270000055024866
1,1,0.002599999788799323
1,1,0.002599999788799323
1,1,0.00270000055024866
1,1,0.00270000055024866
0,0,0.002499999936844688
0,0,0.002600000698294025
1,1,0.002499999936844688
0,0,0.002599999788799323
1,1,0.002599999788799323
2,2,0.002599999788799323
0,0,0.0029000002541579306
0,0,0.002599999788799323
0,0,0.002599999788799323
1,1,0.0026999996407539584
2,2,0.002600000698294025
1,1,0.00270000055024866
0,0,0.002499999936844688
1,1,0.0026999996407539584
0,0,0.002499999936844688
0,0,0.002499999936844688
0,0,0.002499999936844688
2,2,0.0026999996407539584
0,0,0.002599999788799323
0,0,0.002599999788799323
0,0,0.002599999788799323
1,1,0.002599999788799323
1,1,0.002599999788799323
1,1,0.002499999936844688
2,2,0.002599999788799323
0,0,0.002599999788799323
0,0,0.002499999936844688
0,0,0.002599999788799323
2,2,0.002599999788799323
0,0,0.0025000008463393897
0,0,0.0025000008463393897
0,0,0.002599999788799323
1,1,0.002599999788799323
0,0,0.0029000002541579306
1,1,0.002599999788799323
0,0,0.0026999996407539584
0,0,0.0029000002541579306
0,0,0.0026999996407539584
2,2,0.002599999788799323
2,2,0.00270000055024866
0,0,0.002499999936844688
0,0,0.002499999936844688
0,0,0.002499999936844688
0,0,0.002499999936844688
0,0,0.002499999936844688
0,0,0.002499999936844688
0,0,0.002599999788799323
3,3,0.002599999788799323
3,3,0.002899999344663229
0,0,0.0026999996407539584
0,0,0.002599999788799323
0,0,0.002499999936844688
2,2,0.00270000055024866
1,1,0.00270000055024866
0,0,0.002599999788799323
0,0,0.002499999936844688
0,0,0.002499999936844688
0,0,0.002599999788799323
0,0,0.002499999936844688
2,2,0.002599999788799323
0,0,0.002499999936844688
0,0,0.002599999788799323
2,2,0.0026999996407539584
