sample_id,timestep,rps,occupancy,loss_rate,latency,label
0,0,138.43989061511422,39.02440803439659,1.281944154690664,41.124028181718046,0
0,1,53.00986909673937,34.4805792909049,1.8455143810267887,24.353095940946794,0
0,2,242.50117510039098,30.59239203611982,0.3496772545208251,25.12830382317212,0
0,3,159.46521110892525,5.8549596864899645,0.7350688445830629,3.4086154692746784,0
0,4,10.324762779794794,5.40665156619291,1.9262302231783477,27.476476794750848,0
0,5,386.328864461288,17.29991513320528,0.6236322661705191,25.307093142012206,0
0,6,175.80467545316404,4.2265873704697565,1.2816526293804125,10.80190912547998,0
0,7,247.83518195913183,26.008043695926133,0.3040497062572962,3.067481355533408,0
0,8,312.3046344273759,18.392016950772806,0.11632759101095158,49.74331585848836,0
0,9,23.112224398546655,27.801409154342128,1.9673578505268272,11.959005210796281,0
1,0,701.5323839673371,65.61301181414464,9.50795059533807,170.85512382275664,2
1,1,686.5748496235942,81.06755142875842,13.27390239773767,172.06289884055803,2
1,2,670.0593933855779,70.95880917458078,17.57618622445343,204.66897719094652,2
1,3,681.9794720587876,73.0823236309232,14.66373868744469,154.43762754570207,2
1,4,775.5283602880346,72.90201506029578,8.116710501574332,251.08340984195712,2
1,5,792.4775271125296,77.57679577117366,12.103162611181066,229.44072810989417,2
1,6,727.431541226687,79.0124346031939,15.002962234804265,162.26986707411746,2
1,7,778.6187116437995,78.74476828675603,12.448426167376393,281.36786714395566,2
1,8,818.6028709689925,68.50333047799475,18.85119570183042,216.1308557242616,2
1,9,794.7499305268586,81.28194013934473,14.06134905283628,209.86529090562237,2
2,0,100.87806457116729,12.990024358688078,1.6695969851598809,38.09026274774762,0
2,1,131.63835212590382,21.358261877397354,0.12336059250619091,10.437294119931462,0
2,2,194.32822354415964,3.4389494111684638,1.686664709783875,35.90031050538239,0
2,3,377.45346825939794,27.738676238561087,1.8808027445243711,27.72562778454825,0
2,4,240.08744442478775,39.07884218505043,1.2842582937285207,1.53932844303733,0
2,5,289.5211106522093,36.21874768549662,1.5911604995886532,29.19166363127113,0
2,6,268.52140523740655,39.60767157006687,0.18132417701867665,33.36224143166198,0
2,7,113.35907782823753,25.6036158634468,1.2152471517678776,7.672841605408104,0
2,8,82.69865829609566,24.865183121728542,0.25645989460754826,13.259043756516142,0
2,9,334.098219095201,13.083660240065544,0.9761203125393259,47.05701675729201,0
3,0,208.03307328663357,33.2100077112554,0.8384984986379316,9.69969781116986,0
3,1,113.94107064424546,20.206560731732594,1.0626615853463515,40.27904132206168,0
3,2,316.5410894609338,23.254662288182995,1.5615709667309527,9.58867291468355,0
3,3,20.025810837317735,34.945352905388006,0.15110898752553914,12.334421487199865,0
3,4,278.12757984975383,16.377917505092366,1.7526279398310176,14.898989733113478,0
3,5,4.748538667743718,12.026225622429765,1.1561500983696633,18.796918770164666,0
3,6,213.94910230350212,35.06392475340075,1.824970108460737,13.298703232705606,0
3,7,184.85618930796028,21.965760609658048,1.8982249137764942,49.930865958219236,0
3,8,94.16289953661065,29.079194853832618,0.7560621244663903,0.4054098443106613,0
3,9,3.701008974360942,18.42264030249023,0.9766698260086693,1.1284848286721327,0
4,0,300.3078596844223,5.0194518719660275,1.5455428393301582,11.846666245332433,0
4,1,270.9572519555491,22.631262193639856,1.8582894344233747,19.366125898765702,0
4,2,26.466075533776177,0.7662194220501162,1.6537171219455062,26.236781883071608,0
4,3,310.0976207339797,9.377024000460587,0.6901674910264675,1.505193610565947,0
4,4,384.59692982964486,26.714716268032536,1.8664101755186124,13.274820371453616,0
4,5,244.58544449026434,27.13999873170551,0.6350994005151769,42.405461750781505,0
4,6,378.8645851600991,35.394204707840174,1.478133951878745,13.873233986247701,0
4,7,112.64641684225269,38.53441281784151,0.020568991871384057,35.802498662107226,0
4,8,282.4984650221049,24.907581637991896,1.9802176921737316,15.593971788186261,0
4,9,135.98874551729926,3.157576117862222,0.8855962730874749,13.052426311742405,0
5,0,208.5071015296263,6.8839941059944865,0.6108633853660645,16.073123897390225,0
5,1,63.85197330110564,8.207313335806429,1.5771036840165131,8.359792727363418,0
5,2,11.382956737568994,25.17419770515754,1.9519662387849,16.56069073115607,0
5,3,47.46228127850092,22.815493014701232,1.8127084221912924,39.20308899142394,0
5,4,249.0063473650864,12.602259864303974,1.08376034655244,4.562242065212768,0
5,5,271.578169712268,29.003840755906033,1.9300632458198377,13.019867937253583,0
5,6,7.382567617209057,21.824338577086024,1.413581008793629,39.5203737941494,0
5,7,77.49557320992425,10.470114761480946,1.0251818505345927,16.530040498500092,0
5,8,344.20459463497804,18.95040614954881,1.599157288204006,29.030988024117686,0
5,9,309.2360566468448,13.306919461212953,1.6628332438606224,13.728615777551079,0
6,0,1.4018654124233088,1.1051902323366036,1.6476810303423877,9.973134341652601,0
6,1,24.307707358496344,9.485922929460088,0.8522003079617204,36.52831352167024,0
6,2,249.7342106204822,9.504848702416817,1.0065408962011688,46.310705269928434,0
6,3,326.0031107935031,12.927591393271737,1.9645291227113926,35.431020021756545,0
6,4,24.979742266712712,1.4064285315455471,0.33681589802005996,36.39279340250734,0
6,5,73.49557033697116,20.45947076835334,0.18652024036166348,46.04430789150975,0
6,6,137.58424543342701,36.32528226242523,1.8897512838210886,0.30643236568403953,0
6,7,185.6540748794928,0.9862422282757155,1.8173855326058117,25.920377236728793,0
6,8,29.977605079398728,4.411069131062675,0.7670180489854781,47.01170964364447,0
